"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00134101","2008-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","499.7","0","0.0","2,0","7",",0","5",",0","0",",0","1",",0","1",",0","0",",0","18",",0","1","2,0","6","2,0","0","2,0","","","20081121",",,0","20081130",",,0","20081130",",,0","","","20081111",",,0","20081103","+,2,0","-10.6",",0,21,","25",",,0,30,","25",",,0,30,","15.2",",,0,11,","24.4","2,0,03,+","","","578.5","0","360.2","2,0","","","","","49.6",",,,0","25",",,,0","5.36","2,0","11.19","2,,,0","-0.47",",,,0","",""
"USC00134101","2008-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","499.7","0","0.0",",0","12",",0","6",",0","0",",0","23",",0","8",",0","3",",0","31",",0","15",",0","0",",0","0",",0","","","20081225",",,0","20081226","+,,0","20081224",",,0","","","20081219",",,0","20081214",",,0","-22.2",",0,25,","229",",,0,26,+","76",",,0,24,","17.5",",,0,19,","15.0",",0,14,","","","1315.0","0","736.5",",0","","","","","64.8",",,,0","303",",,,0","-5.42",",0","-0.07",",,,0","-10.78",",,,0","",""
"USC00134101","2009-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","1,0","10",",0","3",",0","0",",0","24",",0","3",",0","7",",0","31",",0","21","1,0","0","1,0","0","1,0","","","20090116",",,0","20090119","+,,0","20090114",",,0","","","20090114",",,0","20090131",",1,0","-33.9",",0,16,","305",",,0,19,+","127",",,0,14,","4.3",",,0,14,","10.6","1,0,31,","","","2100.1","0","785.1","1,0","","","","","13.8",",,,0","325",",,,0","-8.10","1,0","-2.18","1,,,0","-14.03",",,,0","",""
"USC00134101","2009-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","8",",0","2",",0","0",",0","24",",0","8",",0","0",",0","0",",0","","","20090204",",,0","20090221","+,,0","20090221","+,,0","","","20090226",",,0","20090211","+,,0","-17.2",",0,04,","76",",,0,21,+","76",",,0,21,+","6.4",",,0,26,","17.2",",0,11,+","","","2620.5","0","520.4",",0","","","","","22.6",",,,0","152",",,,0","-0.25",",0","5.52",",,,0","-6.02",",,,0","",""
"USC00134101","2009-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","10",",0","5",",0","1",",0","0",",0","1",",0","0",",0","15",",0","3",",0","6",",0","0",",0","","","20090312",",,0","20090331","+,,0","20090329",",,0","","","20090308",",,0","20090318",",,0","-12.2",",0,12,","0",",,0,31,+","38",",,0,29,","69.6",",,0,08,","25.6",",0,18,","","","3010.8","0","390.3",",0","","","","","127.6",",,,0","38",",,,0","5.74",",0","12.60",",,,0","-1.11",",,,0","",""
"USC00134101","2009-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","1.5","0","1.5","1,0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0","1,0","8","1,0","0","1,0","","","20090408",",,0","20090430","+,,0","20090405",",,0","","","20090426",",,0","20090424",",1,0","-4.4",",0,08,","0",",,0,30,+","0",",T,0,05,","34.0",",,0,26,","30.0","1,0,24,","138.5","2,,,0","3241.4","0","230.6","1,0","","","","","84.5",",,,0","0",",T,,0","10.59","1,0","17.41","1,,,0","3.76",",,,0","5755",",,,0"
"USC00134101","2009-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","23.1","0","21.6",",0","11",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","20090517",",,0","20090531","+,,0","20090531","+,,0","","","20090514",",,0","20090523",",,0","2.2",",0,17,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,14,","28.9",",0,23,","178.3",",,,0","3306.7","0","65.3",",0","","","","","112.1",",,,0","0",",,,0","16.92",",0","23.69",",,,0","10.16",",,,0","3606",",,,0"
"USC00134101","2009-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","155.6","0","132.5","1,0","14",",0","11",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","6",",0","","","20090609","+,1,0","20090630","+,,0","20090630","+,,0","","","20090618",",,0","20090624",",,0","10.6","1,0,09,+","0",",,0,30,+","0",",,0,30,+","17.0",",,0,18,","35.0",",0,24,","179.6",",,,0","3310.3","0","3.6",",0","","","","","115.5",",,,0","0",",,,0","22.75","1,0","28.38",",,,0","17.12","1,,,0","2710",",,,0"
"USC00134101","2009-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","244.9","0","89.3",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","20090719",",,0","20090731","+,,0","20090731","+,,0","","","20090704",",,0","20090725","+,,0","10.0",",0,19,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,04,","30.0",",0,25,+","182.5","1,,,0","5.5","0","5.5",",0","","","","","155.5",",,,0","0",",,,0","21.04",",0","26.72",",,,0","15.36",",,,0","2798",",,,0"
"USC00134101","2009-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","357.8","0","112.9",",0","14",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","20090831",",,0","20090831","+,,0","20090831","+,,0","","","20090827",",,0","20090814",",,0","6.7",",0,31,","0",",,0,31,+","0",",,0,31,+","53.3",",,0,27,","33.3",",0,14,","171.1","1,,,0","13.8","0","8.3",",0","","","","","200.6",",,,0","0",",,,0","21.71",",0","27.39",",,,0","16.02",",,,0","2396",",,,0"
"USC00134101","2009-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","391.3","0","33.5","1,0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","0","1,0","","","20090930",",,0","20090930","+,,0","20090930","+,,0","","","20090925",",,0","20090916","+,1,0","2.8",",0,30,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,25,","28.9","1,0,16,+","144.8",",,,0","37.5","0","23.7","1,0","","","","","34.0",",,,0","0",",,,0","18.75","1,0","25.45","1,,,0","12.05",",,,0","2198",",,,0"
"USC00134101","2009-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","391.8","0","0.5","2,0","19",",0","11",",0","4",",0","0",",0","0",",0","0",",0","6",",0","0","2,0","2","2,0","0","2,0","","","20091011",",,0","20091031","+,,0","20091031","+,,0","","","20091001",",,0","20091022","+,2,0","-2.8",",0,11,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,01,","23.3","2,0,22,+","","","273.0","0","235.5","2,0","","","","","194.7",",,,0","0",",,,0","10.11","2,0","14.90","2,,,0","5.33",",,,0","",""
"USC00134101","2009-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","391.8","0","0.0","3,0","7","2,0","2","2,0","0","2,0","0",",0","0",",0","0","3,0","11","3,0","0","3,0","4","3,0","0","3,0","","","20091127",",3,0","20091130","+,,0","20091130","+,,0","","","20091125",",2,0","20091109","+,3,0","-4.4","3,0,27,","0",",,0,30,+","0",",,0,30,+","6.1","2,,0,25,","23.3","3,0,09,+","","","546.4","0","273.4","3,0","","","","","15.7","2,,,0","0",",,,0","8.21","3,0","13.95","3,,,0","2.46","3,,,0","",""
"USC00134101","2009-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","391.8","0","0.0",",0","11",",0","9",",0","0",",0","19",",0","5",",0","3",",0","28",",0","12",",0","0",",0","0",",0","","","20091211",",,0","20091227","+,,0","20091209",",,0","","","20091225",",,0","20091201",",,0","-21.7",",0,11,","178",",,0,27,+","127",",,0,09,","18.3",",,0,25,","15.6",",0,01,","","","1225.4","0","679.0",",0","","","","","62.9",",,,0","382",",,,0","-3.57",",0","0.86",",,,0","-8.01",",,,0","",""
"USC00134101","2010-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","30",",0","3",",0","7",",0","30",",0","20",",0","0",",0","0",",0","","","20100110",",,0","20100111","+,,0","20100107",",,0","","","20100124",",,0","20100114","+,,0","-26.7",",0,10,","305",",,0,11,+","140",",,0,07,","18.3",",,0,24,","5.6",",0,14,+","","","2026.0","0","800.6",",0","","","","","46.0",",,,0","198",",,,0","-7.49",",0","-3.64",",,,0","-11.35",",,,0","",""
"USC00134101","2010-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","4",",0","4",",0","0",",0","28",",0","4",",0","4",",0","28",",0","19",",0","0",",0","0",",0","","","20100211",",,0","20100211","+,,0","20100209",",,0","","","20100209",",,0","20100228","+,,0","-22.2",",0,11,","178",",,0,11,+","102",",,0,09,","6.4",",,0,09,","2.8",",0,28,+","","","2708.3","0","682.3",",0","","","","","15.0",",,,0","255",",,,0","-6.03",",0","-0.75",",,,0","-11.32",",,,0","",""
"USC00134101","2010-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","1,0","6",",0","5",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0","1,0","2","1,0","0","1,0","","","20100304",",,0","20100320",",,0","20100320",",,0","","","20100313",",,0","20100331",",1,0","-9.4",",0,04,","0",",T,0,20,","25",",,0,20,","15.7",",,0,13,","26.7","1,0,31,","","","3052.1","0","343.8","1,0","","","","","38.6",",,,0","25",",,,0","6.85","1,0","12.76","1,,,0","0.93",",,,0","",""
"USC00134101","2010-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","17.2","0","17.2","1,0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","15","1,0","0","1,0","","","20100409",",,0","20100430","+,,0","20100430","+,,0","","","20100425",",,0","20100402","+,1,0","-2.2",",0,09,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,25,","30.0","1,0,02,+","173.0","3,,,0","3166.0","0","113.9","1,0","","","","","116.5",",,,0","0",",,,0","15.01","1,0","22.52","1,,,0","7.50",",,,0","4030",",,,0"
"USC00134101","2010-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","75.8","0","58.6",",0","13",",0","8",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","4",",0","","","20100509",",,0","20100531","+,,0","20100531","+,,0","","","20100526",",,0","20100525","+,,0","-0.6",",0,09,","0",",,0,31,+","0",",,0,31,+","41.7",",,0,26,","33.3",",0,25,+","179.3","2,,,0","3246.4","0","80.4",",0","","","","","148.2",",,,0","0",",,,0","17.63",",0","23.81",",,,0","11.45",",,,0","3755",",,,0"
"USC00134101","2010-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","233.1","0","157.3",",0","18",",0","16",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","20100601",",,0","20100630","+,,0","20100630","+,,0","","","20100612",",,0","20100627","+,,0","12.2",",0,01,","0",",,0,30,+","0",",,0,30,+","52.3",",,0,12,","32.2",",0,27,+","172.7","5,,,0","3246.4","0","0.0",",0","","","","","276.7",",,,0","0",",,,0","23.58",",0","29.39",",,,0","17.76",",,,0","2495",",,,0"
"USC00134101","2010-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","454.4","0","221.3",",0","13",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","20100702",",,0","20100731","+,,0","20100731","+,,0","","","20100705",",,0","20100715",",,0","12.8",",0,02,","0",",,0,31,+","0",",,0,31,+","29.5",",,0,05,","37.8",",0,15,","205.3","1,,,0","0.0","0","0.0",",0","","","","","152.6",",,,0","0",",,,0","25.47",",0","30.98",",,,0","19.96",",,,0","1823",",,,0"
"USC00134101","2010-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","650.1","0","195.7","2,0","13",",0","11",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","9","1,0","","","20100826",",1,0","20100831","+,,0","20100831","+,,0","","","20100803",",,0","20100812",",1,0","10.6","1,0,26,","0",",,0,31,+","0",",,0,31,+","33.5",",,0,03,","37.8","1,0,12,","206.8",",,,0","0.0","0","0.0","1,0","","","","","158.2",",,,0","0",",,,0","25.00","2,0","31.13","1,,,0","18.86","1,,,0","1678",",,,0"
"USC00134101","2010-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","717.8","0","67.7",",0","13",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","20100927",",,0","20100930","+,,0","20100930","+,,0","","","20100901",",,0","20100921",",,0","4.4",",0,27,","0",",,0,30,+","0",",,0,30,+","36.3",",,0,01,","31.7",",0,21,","158.2","2,,,0","27.3","0","27.3",",0","","","","","139.5",",,,0","0",",,,0","19.68",",0","26.55",",,,0","12.81",",,,0","3116",",,,0"
"USC00134101","2010-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","723.1","0","5.3","1,0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0","1,0","22","1,0","0","1,0","","","20101030","+,,0","20101031","+,,0","20101031","+,,0","","","20101024",",,0","20101010","+,1,0","-4.4",",0,30,+","0",",,0,31,+","0",",,0,31,+","17.8",",,0,24,","31.7","1,0,10,+","122.0","1,,,0","164.4","0","137.1","1,0","","","","","40.4",",,,0","0",",,,0","13.94","1,0","23.09","1,,,0","4.78",",,,0","2881",",,,0"
"USC00134101","2010-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","723.1","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","2",",0","0",",0","","","20101128","+,,0","20101130",",,0","20101130",",,0","","","20101129",",,0","20101110","+,,0","-8.9",",0,28,+","0",",T,0,30,","0",",T,0,30,","15.2",",,0,29,","22.8",",0,10,+","","","545.9","0","381.5",",0","","","","","33.2",",,,0","0",",T,,0","5.62",",0","12.35",",,,0","-1.11",",,,0","",""
"USC00134101","2010-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","723.1","0","0.0",",0","7",",0","3",",0","0",",0","18",",0","3",",0","2",",0","30",",0","19",",0","0",",0","0",",0","","","20101219","+,,0","20101227","+,,0","20101224",",,0","","","20101211",",,0","20101231",",,0","-20.6",",0,19,+","229",",,0,27,+","152",",,0,24,","12.4",",,0,11,","9.4",",0,31,","","","1275.9","0","730.0",",0","","","","","27.3",",,,0","253",",,,0","-5.22",",0","-0.98",",,,0","-9.45",",,,0","",""
"USC00134101","2011-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","K","0.0","1,K","5",",K","3",",K","0",",K","21",",K","4",",K","3","1,K","30","1,K","20",",K","0",",K","0",",K","","","20110121",",1,K","20110124","+,,K","20110117",",,K","","","20110118",",,K","20110101",",,K","-23.9","1,K,21,","102",",,K,24,+","76",",,K,17,","9.1",",,K,18,","10.0",",K,01,","","","2002.3","K","726.4",",K","","","","","16.0",",,,K","203",",,,K","-5.94","1,K","-1.71",",,,K","-10.18","1,,,K","",""
"USC00134101","2011-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","K","0.0","1,K","8",",K","3",",K","0",",K","19",",K","3",",K","5",",K","24",",K","11","1,K","0","1,K","0","1,K","","","20110210",",,K","20110203","+,,K","20110202",",,K","","","20110226",",,K","20110217",",1,K","-28.3",",K,10,","457",",,K,03,+","356",",,K,02,","12.7",",,K,26,","18.3","1,K,17,","","","2583.4","K","581.1","1,K","","","","","37.9",",,,K","497",",,,K","-3.08","1,K","1.89","1,,,K","-8.05",",,,K","",""
"USC00134101","2011-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","K","0.0","2,K","7",",K","4",",K","0",",K","","","","","0",",K","22",",K","0","2,K","3","2,K","0","2,K","","","20110302","+,,K","","","","","","","20110309",",,K","20110321","+,2,K","-7.2",",K,02,+","","","","","22.1",",,K,09,","22.2","2,K,21,+","","","2977.7","K","394.3","2,K","","","","","50.2",",,,K","","","4.76","2,K","10.57","2,,,K","-1.04",",,,K","",""
"USC00134101","2011-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","7.2","K","7.2",",K","10",",K","9",",K","0",",K","","","0",",K","0",",K","3",",K","0",",K","8",",K","0",",K","","","20110421","+,,K","","","20110430","+,,K","","","20110426",",,K","20110411","+,,K","-1.7",",K,21,+","","","0",",,K,30,+","16.3",",,K,26,","29.4",",K,11,+","134.3",",,,K","3198.7","K","221.0",",K","","","","","92.0",",,,K","0",",,,K","11.21",",K","16.88",",,,K","5.53",",,,K","6203",",,,K"
"USC00134101","2011-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","69.9","K","62.7",",K","15",",K","10",",K","1",",K","","","","","0",",K","2",",K","0",",K","20",",K","2",",K","","","20110504",",,K","","","","","","","20110525",",,K","20110511","+,,K","-2.2",",K,04,","","","","","26.2",",,K,25,","33.3",",K,11,+","186.4","1,,,K","3293.8","K","95.1",",K","","","","","125.5",",,,K","","","17.29",",K","23.81",",,,K","10.77",",,,K","4071","1,,,K"
"USC00134101","2011-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","192.2","K","122.3",",K","16",",K","10",",K","3",",K","","","0",",K","0",",K","0",",K","0",",K","29",",K","7",",K","","","20110601",",,K","","","20110630","+,,K","","","20110609",",,K","20110607","+,,K","11.1",",K,01,","","","0",",,K,30,+","39.9",",,K,09,","34.4",",K,07,+","190.6",",,,K","3296.6","K","2.8",",K","","","","","178.0",",,,K","0",",,,K","22.32",",K","27.82",",,,K","16.81",",,,K","3201",",,,K"
"USC00134101","2011-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","409.3","K","217.1","4,K","8",",K","6",",K","2",",K","","","0",",K","0",",K","0",",K","0","4,K","27","4,K","14","4,K","","","20110714","+,,K","","","20110731","+,,K","","","20110723",",,K","20110721","+,4,K","15.6",",K,14,+","","","0",",,K,31,+","66.0",",,K,23,","36.7","4,K,21,+","210.5","1,,,K","0.0","K","0.0","4,K","","","","","126.5",",,,K","0",",,,K","26.64","4,K","32.23","4,,,K","21.05",",,,K","2206",",,,K"
"USC00134101","2011-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","577.2","K","167.9","1,K","6",",K","4",",K","0",",K","","","","","0",",K","0",",K","0","1,K","30","1,K","5","1,K","","","20110811",",,K","","","","","","","20110807",",,K","20110803","+,1,K","11.1",",K,11,","","","","","9.7",",,K,07,","38.9","1,K,03,+","207.1","1,,,K","0.0","K","0.0","1,K","","","","","25.3",",,,K","","","23.89","1,K","30.80","1,,,K","16.97",",,,K","2283","1,,,K"
"USC00134101","2011-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","627.5","K","50.3",",K","10",",K","5",",K","0",",K","","","0",",K","0",",K","0",",K","0",",K","20",",K","5",",K","","","20110924",",,K","","","20110930","+,,K","","","20110926",",,K","20110902","+,,K","1.7",",K,24,","","","0",",,K,30,+","9.9",",,K,26,","37.2",",K,02,+","144.1","1,,,K","78.9","K","78.9",",K","","","","","32.8",",,,K","0",",,,K","17.38",",K","24.18",",,,K","10.58",",,,K","3064",",,,K"
"USC00134101","2011-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","639.2","K","11.7",",K","5",",K","4",",K","0",",K","","","","","0",",K","4",",K","0",",K","17",",K","0",",K","","","20111028",",,K","","","","","","","20111013",",,K","20111009","+,,K","-4.4",",K,28,","","","","","11.9",",,K,13,","30.6",",K,09,+","","","244.3","K","165.4",",K","","","","","22.5",",,,K","","","13.37",",K","21.42",",,,K","5.33",",,,K","",""
"USC00134101","2011-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","639.2","K","0.0",",K","6",",K","4",",K","1",",K","","","","","0",",K","14",",K","0",",K","2",",K","0",",K","","","20111130",",,K","","","","","","","20111103",",,K","20111101",",,K","-10.0",",K,30,","","","","","40.6",",,K,03,","24.4",",K,01,","","","590.2","K","345.9",",K","","","","","60.6",",,,K","","","6.80",",K","13.04",",,,K","0.56",",,,K","",""
"USC00134101","2011-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","639.2","K","0.0",",K","8",",K","5",",K","0",",K","","","","","0",",K","24",",K","2",",K","0",",K","0",",K","","","20111210",",,K","","","","","","","20111214",",,K","20111215",",,K","-16.1",",K,10,","","","","","17.8",",,K,14,","14.4",",K,15,","","","1127.1","K","536.9",",K","","","","","57.0",",,,K","","","1.01",",K","6.44",",,,K","-4.41",",,,K","",""
"USC00134101","2012-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","7","0.0",",K","5",",K","1",",K","0",",K","12",",K","2",",K","2",",K","30",",K","6",",K","0",",K","0",",K","","","20120118",",,K","20120121","+,,K","20120112",",,K","","","20120112",",,K","20120131","+,,K","-20.0",",K,18,","127",",,K,21,+","102",",,K,12,","7.6",",,K,12,","16.7",",K,31,+","","","1725.7","7","598.6",",K","","","","","10.8",",,,K","166",",,,K","-0.98",",K","5.36",",,,K","-7.32",",,,K","",""
"USC00134101","2012-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","7","0.0",",K","7",",K","3",",K","0",",K","2",",K","2",",K","0",",K","26",",K","1",",K","0",",K","0",",K","","","20120212","+,,K","20120224","+,,K","20120224",",,K","","","20120224",",,K","20120201",",,K","-12.2",",K,12,+","51",",,K,24,+","51",",,K,24,","10.9",",,K,24,","14.4",",K,01,","","","2228.6","7","502.9",",K","","","","","26.0",",,,K","89",",,,K","0.99",",K","6.21",",,,K","-4.22",",,,K","",""
"USC00134101","2012-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","23.9","7","23.9",",K","9",",K","7",",K","0",",K","1",",K","1",",K","0",",K","7",",K","0",",K","17",",K","0",",K","","","20120305",",,K","20120302",",,K","20120302",",,K","","","20120330",",,K","20120318","+,,K","-13.3",",K,05,","76",",,K,02,","64",",,K,02,","14.7",",,K,30,","29.4",",K,18,+","","","2424.8","7","196.2",",K","","","","","48.2",",,,K","64",",,,K","12.77",",K","19.94",",,,K","5.61",",,,K","",""
"USC00134101","2012-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","26.4","7","2.5",",K","13",",K","7",",K","1",",K","0",",K","0",",K","0",",K","4",",K","0",",K","11",",K","0",",K","","","20120412",",,K","20120430","+,,K","20120430","+,,K","","","20120415",",,K","20120426",",,K","-2.8",",K,12,","0",",,K,30,+","0",",,K,30,+","49.3",",,K,15,","27.2",",K,26,","","","2592.0","7","167.2",",K","","","","","104.4",",,,K","0",",,,K","12.84",",K","19.79",",,,K","5.89",",,,K","",""
"USC00134101","2012-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","117.7","7","91.3",",K","8",",K","5",",K","1",",K","0",",K","0",",K","0",",K","0",",K","0",",K","29",",K","4",",K","","","20120510",",,K","20120531","+,,K","20120531","+,,K","","","20120504",",,K","20120528",",,K","5.6",",K,10,","0",",,K,31,+","0",",,K,31,+","59.2",",,K,04,","34.4",",K,28,","","","2613.0","7","21.0",",K","","","","","108.8",",,,K","0",",,,K","20.60",",K","27.96",",,,K","13.24",",,,K","",""
"USC00134101","2012-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","272.8","7","155.1",",K","9",",K","5",",K","0",",K","0",",K","0",",K","0",",K","0",",K","0",",K","30",",K","13",",K","","","20120626",",,K","20120630","+,,K","20120630","+,,K","","","20120630",",,K","20120629","+,,K","7.2",",K,26,","0",",,K,30,+","0",",,K,30,+","22.1",",,K,30,","37.8",",K,29,+","","","2617.0","7","4.0",",K","","","","","47.9",",,,K","0",",,,K","23.37",",K","31.04",",,,K","15.70",",,,K","",""
